Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,8.990000,8.990000,8.990000,8.990000,6.137621,0
2019-01-03,8.750000,8.750000,8.750000,8.750000,5.973770,0
2019-01-04,9.070000,9.070000,9.070000,9.070000,6.192239,0
2019-01-07,9.170000,9.170000,9.170000,9.170000,6.260510,0
2019-01-08,9.260000,9.260000,9.260000,9.260000,6.321955,0
2019-01-09,9.320000,9.320000,9.320000,9.320000,6.362917,0
2019-01-10,9.360000,9.360000,9.360000,9.360000,6.390226,0
2019-01-11,9.340000,9.340000,9.340000,9.340000,6.376572,0
2019-01-14,9.300000,9.300000,9.300000,9.300000,6.349264,0
2019-01-15,9.430000,9.430000,9.430000,9.430000,6.438017,0
2019-01-16,9.460000,9.460000,9.460000,9.460000,6.458498,0
2019-01-17,9.540000,9.540000,9.540000,9.540000,6.513114,0
2019-01-18,9.670000,9.670000,9.670000,9.670000,6.601868,0
2019-01-22,9.520000,9.520000,9.520000,9.520000,6.499462,0
2019-01-23,9.530000,9.530000,9.530000,9.530000,6.506288,0
2019-01-24,9.550000,9.550000,9.550000,9.550000,6.519943,0
2019-01-25,9.670000,9.670000,9.670000,9.670000,6.601868,0
2019-01-28,9.570000,9.570000,9.570000,9.570000,6.533597,0
2019-01-29,9.530000,9.530000,9.530000,9.530000,6.506288,0
2019-01-30,9.690000,9.690000,9.690000,9.690000,6.615523,0
2019-01-31,9.740000,9.740000,9.740000,9.740000,6.649657,0
2019-02-01,9.730000,9.730000,9.730000,9.730000,6.642831,0
2019-02-04,9.830000,9.830000,9.830000,9.830000,6.711102,0
2019-02-05,9.870000,9.870000,9.870000,9.870000,6.738410,0
2019-02-06,9.810000,9.810000,9.810000,9.810000,6.697450,0
2019-02-07,9.710000,9.710000,9.710000,9.710000,6.629178,0
2019-02-08,9.710000,9.710000,9.710000,9.710000,6.629178,0
2019-02-11,9.710000,9.710000,9.710000,9.710000,6.629178,0
2019-02-12,9.860000,9.860000,9.860000,9.860000,6.731585,0
2019-02-13,9.880000,9.880000,9.880000,9.880000,6.745239,0
2019-02-14,9.880000,9.880000,9.880000,9.880000,6.745239,0
2019-02-15,9.990000,9.990000,9.990000,9.990000,6.820338,0
2019-02-19,10.000000,10.000000,10.000000,10.000000,6.827164,0
2019-02-20,10.000000,10.000000,10.000000,10.000000,6.827164,0
2019-02-21,9.960000,9.960000,9.960000,9.960000,6.799856,0
2019-02-22,10.040000,10.040000,10.040000,10.040000,6.854473,0
2019-02-25,10.060000,10.060000,10.060000,10.060000,6.868129,0
2019-02-26,10.050000,10.050000,10.050000,10.050000,6.861301,0
2019-02-27,10.050000,10.050000,10.050000,10.050000,6.861301,0
2019-02-28,10.020000,10.020000,10.020000,10.020000,6.840819,0
2019-03-01,10.090000,10.090000,10.090000,10.090000,6.888609,0
2019-03-04,10.030000,10.030000,10.030000,10.030000,6.847646,0
2019-03-05,10.020000,10.020000,10.020000,10.020000,6.840819,0
2019-03-06,9.940000,9.940000,9.940000,9.940000,6.786202,0
2019-03-07,9.860000,9.860000,9.860000,9.860000,6.731585,0
2019-03-08,9.830000,9.830000,9.830000,9.830000,6.711102,0
2019-03-11,10.000000,10.000000,10.000000,10.000000,6.827164,0
2019-03-12,10.030000,10.030000,10.030000,10.030000,6.847646,0
2019-03-13,10.120000,10.120000,10.120000,10.120000,6.909091,0
2019-03-14,10.120000,10.120000,10.120000,10.120000,6.909091,0
2019-03-15,10.160000,10.160000,10.160000,10.160000,6.936400,0
2019-03-18,10.220000,10.220000,10.220000,10.220000,6.977362,0
2019-03-19,10.220000,10.220000,10.220000,10.220000,6.977362,0
2019-03-20,10.200000,10.200000,10.200000,10.200000,6.963707,0
2019-03-21,10.320000,10.320000,10.320000,10.320000,7.045635,0
2019-03-22,10.100000,10.100000,10.100000,10.100000,6.895436,0
2019-03-25,10.110000,10.110000,10.110000,10.110000,6.902264,0
2019-03-26,10.160000,10.160000,10.160000,10.160000,6.936400,0
2019-03-27,10.100000,10.100000,10.100000,10.100000,6.895436,0
2019-03-28,10.170000,10.170000,10.170000,10.170000,6.943227,0
2019-03-29,10.230000,10.230000,10.230000,10.230000,6.984189,0
2019-04-01,10.340000,10.340000,10.340000,10.340000,7.059289,0
2019-04-02,10.340000,10.340000,10.340000,10.340000,7.059289,0
2019-04-03,10.370000,10.370000,10.370000,10.370000,7.079771,0
2019-04-04,10.370000,10.370000,10.370000,10.370000,7.079771,0
2019-04-05,10.420000,10.420000,10.420000,10.420000,7.113906,0
2019-04-08,10.430000,10.430000,10.430000,10.430000,7.120733,0
2019-04-09,10.380000,10.380000,10.380000,10.380000,7.086597,0
2019-04-10,10.410000,10.410000,10.410000,10.410000,7.107079,0
2019-04-11,10.410000,10.410000,10.410000,10.410000,7.107079,0
2019-04-12,10.460000,10.460000,10.460000,10.460000,7.141213,0
2019-04-15,10.470000,10.470000,10.470000,10.470000,7.148042,0
2019-04-16,10.440000,10.440000,10.440000,10.440000,7.127560,0
2019-04-17,10.400000,10.400000,10.400000,10.400000,7.100250,0
2019-04-18,10.450000,10.450000,10.450000,10.450000,7.134387,0
2019-04-22,10.480000,10.480000,10.480000,10.480000,7.154869,0
2019-04-23,10.600000,10.600000,10.600000,10.600000,7.236796,0
2019-04-24,10.580000,10.580000,10.580000,10.580000,7.223141,0
2019-04-25,10.620000,10.620000,10.620000,10.620000,7.250449,0
2019-04-26,10.680000,10.680000,10.680000,10.680000,7.291413,0
2019-04-29,10.700000,10.700000,10.700000,10.700000,7.305066,0
2019-04-30,10.690000,10.690000,10.690000,10.690000,7.298239,0
2019-05-01,10.590000,10.590000,10.590000,10.590000,7.229967,0
2019-05-02,10.580000,10.580000,10.580000,10.580000,7.223141,0
2019-05-03,10.680000,10.680000,10.680000,10.680000,7.291413,0
2019-05-06,10.650000,10.650000,10.650000,10.650000,7.270931,0
2019-05-07,10.470000,10.470000,10.470000,10.470000,7.148042,0
2019-05-08,10.470000,10.470000,10.470000,10.470000,7.148042,0
2019-05-09,10.440000,10.440000,10.440000,10.440000,7.127560,0
2019-05-10,10.370000,10.370000,10.370000,10.370000,7.157238,0
2019-05-13,10.100000,10.100000,10.100000,10.100000,6.970888,0
2019-05-14,10.190000,10.190000,10.190000,10.190000,7.033004,0
2019-05-15,10.260000,10.260000,10.260000,10.260000,7.081318,0
2019-05-16,10.390000,10.390000,10.390000,10.390000,7.171043,0
2019-05-17,10.320000,10.320000,10.320000,10.320000,7.122729,0
2019-05-20,10.250000,10.250000,10.250000,10.250000,7.074415,0
2019-05-21,10.340000,10.340000,10.340000,10.340000,7.136532,0
2019-05-22,10.340000,10.340000,10.340000,10.340000,7.136532,0
2019-05-23,10.220000,10.220000,10.220000,10.220000,7.053710,0
2019-05-24,10.250000,10.250000,10.250000,10.250000,7.074415,0
2019-05-28,10.200000,10.200000,10.200000,10.200000,7.039905,0
2019-05-29,10.130000,10.130000,10.130000,10.130000,6.991592,0
2019-05-30,10.180000,10.180000,10.180000,10.180000,7.026103,0
2019-05-31,10.070000,10.070000,10.070000,10.070000,6.950181,0
2019-06-03,9.950000,9.950000,9.950000,9.950000,6.867360,0
2019-06-04,10.160000,10.160000,10.160000,10.160000,7.012299,0
2019-06-05,10.290000,10.290000,10.290000,10.290000,7.102023,0
2019-06-06,10.340000,10.340000,10.340000,10.340000,7.136532,0
2019-06-07,10.480000,10.480000,10.480000,10.480000,7.233159,0
2019-06-10,10.530000,10.530000,10.530000,10.530000,7.267668,0
2019-06-11,10.480000,10.480000,10.480000,10.480000,7.233159,0
2019-06-12,10.480000,10.480000,10.480000,10.480000,7.233159,0
2019-06-13,10.510000,10.510000,10.510000,10.510000,7.253864,0
2019-06-14,10.500000,10.500000,10.500000,10.500000,7.246963,0
2019-06-17,10.520000,10.520000,10.520000,10.520000,7.260767,0
2019-06-18,10.600000,10.600000,10.600000,10.600000,7.315982,0
2019-06-19,10.670000,10.670000,10.670000,10.670000,7.364293,0
2019-06-20,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-06-21,10.730000,10.730000,10.730000,10.730000,7.405704,0
2019-06-24,10.720000,10.720000,10.720000,10.720000,7.398804,0
2019-06-25,10.580000,10.580000,10.580000,10.580000,7.302178,0
2019-06-26,10.560000,10.560000,10.560000,10.560000,7.288374,0
2019-06-27,10.620000,10.620000,10.620000,10.620000,7.329784,0
2019-06-28,10.670000,10.670000,10.670000,10.670000,7.364293,0
2019-07-01,10.760000,10.760000,10.760000,10.760000,7.426411,0
2019-07-02,10.830000,10.830000,10.830000,10.830000,7.474724,0
2019-07-03,10.930000,10.930000,10.930000,10.930000,7.543742,0
2019-07-05,10.910000,10.910000,10.910000,10.910000,7.529940,0
2019-07-08,10.860000,10.860000,10.860000,10.860000,7.495430,0
2019-07-09,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-07-10,10.960000,10.960000,10.960000,10.960000,7.564449,0
2019-07-11,11.010000,11.010000,11.010000,11.010000,7.598958,0
2019-07-12,11.050000,11.050000,11.050000,11.050000,7.626565,0
2019-07-15,11.060000,11.060000,11.060000,11.060000,7.633467,0
2019-07-16,11.020000,11.020000,11.020000,11.020000,7.605860,0
2019-07-17,10.970000,10.970000,10.970000,10.970000,7.571350,0
2019-07-18,10.990000,10.990000,10.990000,10.990000,7.585153,0
2019-07-19,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-07-22,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-07-23,10.990000,10.990000,10.990000,10.990000,7.585153,0
2019-07-24,11.020000,11.020000,11.020000,11.020000,7.605860,0
2019-07-25,10.980000,10.980000,10.980000,10.980000,7.578251,0
2019-07-26,11.080000,11.080000,11.080000,11.080000,7.647270,0
2019-07-29,11.050000,11.050000,11.050000,11.050000,7.626565,0
2019-07-30,10.990000,10.990000,10.990000,10.990000,7.585153,0
2019-07-31,10.870000,10.870000,10.870000,10.870000,7.502331,0
2019-08-01,10.840000,10.840000,10.840000,10.840000,7.481626,0
2019-08-02,10.740000,10.740000,10.740000,10.740000,7.412607,0
2019-08-05,10.420000,10.420000,10.420000,10.420000,7.191748,0
2019-08-06,10.620000,10.620000,10.620000,10.620000,7.329784,0
2019-08-07,10.670000,10.670000,10.670000,10.670000,7.364293,0
2019-08-08,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-08-09,10.840000,10.840000,10.840000,10.840000,7.481626,0
2019-08-12,10.710000,10.710000,10.710000,10.710000,7.391902,0
2019-08-13,10.880000,10.880000,10.880000,10.880000,7.509234,0
2019-08-14,10.580000,10.580000,10.580000,10.580000,7.302178,0
2019-08-15,10.630000,10.630000,10.630000,10.630000,7.336687,0
2019-08-16,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-08-19,10.890000,10.890000,10.890000,10.890000,7.516135,0
2019-08-20,10.830000,10.830000,10.830000,10.830000,7.474724,0
2019-08-21,10.920000,10.920000,10.920000,10.920000,7.536840,0
2019-08-22,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-08-23,10.650000,10.650000,10.650000,10.650000,7.350491,0
2019-08-26,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-08-27,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-08-28,10.800000,10.800000,10.800000,10.800000,7.454018,0
2019-08-29,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-08-30,10.930000,10.930000,10.930000,10.930000,7.543742,0
2019-09-03,10.840000,10.840000,10.840000,10.840000,7.481626,0
2019-09-04,10.960000,10.960000,10.960000,10.960000,7.564449,0
2019-09-05,11.090000,11.090000,11.090000,11.090000,7.654173,0
2019-09-06,11.090000,11.090000,11.090000,11.090000,7.654173,0
2019-09-09,10.950000,10.950000,10.950000,10.950000,7.557547,0
2019-09-10,10.810000,10.810000,10.810000,10.810000,7.460921,0
2019-09-11,10.850000,10.850000,10.850000,10.850000,7.488529,0
2019-09-12,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-09-13,10.920000,10.920000,10.920000,10.920000,7.536840,0
2019-09-16,10.890000,10.890000,10.890000,10.890000,7.516135,0
2019-09-17,10.970000,10.970000,10.970000,10.970000,7.571350,0
2019-09-18,10.970000,10.970000,10.970000,10.970000,7.571350,0
2019-09-19,11.000000,11.000000,11.000000,11.000000,7.592056,0
2019-09-20,10.910000,10.910000,10.910000,10.910000,7.529940,0
2019-09-23,10.910000,10.910000,10.910000,10.910000,7.529940,0
2019-09-24,10.830000,10.830000,10.830000,10.830000,7.474724,0
2019-09-25,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-09-26,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-09-27,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-09-30,10.850000,10.850000,10.850000,10.850000,7.488529,0
2019-10-01,10.740000,10.740000,10.740000,10.740000,7.412607,0
2019-10-02,10.560000,10.560000,10.560000,10.560000,7.288374,0
2019-10-03,10.680000,10.680000,10.680000,10.680000,7.371197,0
2019-10-04,10.840000,10.840000,10.840000,10.840000,7.481626,0
2019-10-07,10.800000,10.800000,10.800000,10.800000,7.454018,0
2019-10-08,10.630000,10.630000,10.630000,10.630000,7.336687,0
2019-10-09,10.760000,10.760000,10.760000,10.760000,7.426411,0
2019-10-10,10.800000,10.800000,10.800000,10.800000,7.454018,0
2019-10-11,10.890000,10.890000,10.890000,10.890000,7.516135,0
2019-10-14,10.870000,10.870000,10.870000,10.870000,7.502331,0
2019-10-15,10.970000,10.970000,10.970000,10.970000,7.571350,0
2019-10-16,10.910000,10.910000,10.910000,10.910000,7.529940,0
2019-10-17,10.930000,10.930000,10.930000,10.930000,7.543742,0
2019-10-18,10.890000,10.890000,10.890000,10.890000,7.516135,0
2019-10-21,10.920000,10.920000,10.920000,10.920000,7.536840,0
2019-10-22,10.770000,10.770000,10.770000,10.770000,7.433312,0
2019-10-23,10.790000,10.790000,10.790000,10.790000,7.447117,0
2019-10-24,10.880000,10.880000,10.880000,10.880000,7.509234,0
2019-10-25,10.890000,10.890000,10.890000,10.890000,7.516135,0
2019-10-28,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-10-29,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-10-30,11.010000,11.010000,11.010000,11.010000,7.598958,0
2019-10-31,10.980000,10.980000,10.980000,10.980000,7.578251,0
2019-11-01,11.030000,11.030000,11.030000,11.030000,7.612760,0
2019-11-04,10.970000,10.970000,10.970000,10.970000,7.571350,0
2019-11-05,10.900000,10.900000,10.900000,10.900000,7.523036,0
2019-11-06,10.920000,10.920000,10.920000,10.920000,7.536840,0
2019-11-07,10.940000,10.940000,10.940000,10.940000,7.550644,0
2019-11-08,10.950000,10.950000,10.950000,10.950000,7.557547,0
2019-11-11,10.950000,10.950000,10.950000,10.950000,7.557547,0
2019-11-12,11.000000,11.000000,11.000000,11.000000,7.592056,0
2019-11-13,11.060000,11.060000,11.060000,11.060000,7.633467,0
2019-11-14,11.110000,11.110000,11.110000,11.110000,7.667977,0
2019-11-15,11.190000,11.190000,11.190000,11.190000,7.723191,0
2019-11-18,11.220000,11.220000,11.220000,11.220000,7.743897,0
2019-11-19,11.280000,11.280000,11.280000,11.280000,7.785308,0
2019-11-20,11.240000,11.240000,11.240000,11.240000,7.757700,0
2019-11-21,11.180000,11.180000,11.180000,11.180000,7.716290,0
2019-11-22,11.180000,11.180000,11.180000,11.180000,7.716290,0
2019-11-25,11.270000,11.270000,11.270000,11.270000,7.778407,0
2019-11-26,11.360000,11.360000,11.360000,11.360000,7.840521,0
2019-11-27,11.420000,11.420000,11.420000,11.420000,7.881934,0
2019-11-29,11.380000,11.380000,11.380000,11.380000,7.854327,0
2019-12-02,11.250000,11.250000,11.250000,11.250000,7.764602,0
2019-12-03,11.210000,11.210000,11.210000,11.210000,7.736995,0
2019-12-04,11.250000,11.250000,11.250000,11.250000,7.764602,0
2019-12-05,11.280000,11.280000,11.280000,11.280000,7.785308,0
2019-12-06,11.360000,11.360000,11.360000,11.360000,7.840521,0
2019-12-09,11.310000,11.310000,11.310000,11.310000,7.806014,0
2019-12-10,11.290000,11.290000,11.290000,11.290000,7.792211,0
2019-12-11,11.320000,11.320000,11.320000,11.320000,7.812916,0
2019-12-12,11.350000,11.350000,11.350000,11.350000,7.833622,0
2019-12-13,10.000000,10.000000,10.000000,10.000000,7.880906,0
2019-12-16,10.070000,10.070000,10.070000,10.070000,7.936072,0
2019-12-17,10.050000,10.050000,10.050000,10.050000,7.920311,0
2019-12-18,10.040000,10.040000,10.040000,10.040000,7.912430,0
2019-12-19,10.110000,10.110000,10.110000,10.110000,7.967597,0
2019-12-20,10.170000,10.170000,10.170000,10.170000,8.014882,0
2019-12-23,10.160000,10.160000,10.160000,10.160000,8.007001,0
2019-12-24,10.160000,10.160000,10.160000,10.160000,8.007001,0
2019-12-26,10.230000,10.230000,10.230000,10.230000,8.062166,0
2019-12-27,10.240000,10.240000,10.240000,10.240000,8.070048,0
2019-12-30,10.180000,10.180000,10.180000,10.180000,8.022763,0
2019-12-31,10.200000,10.200000,10.200000,10.200000,8.038524,0
2020-01-02,10.310000,10.310000,10.310000,10.310000,8.125216,0
2020-01-03,10.260000,10.260000,10.260000,10.260000,8.085811,0
2020-01-06,10.310000,10.310000,10.310000,10.310000,8.125216,0
2020-01-07,10.290000,10.290000,10.290000,10.290000,8.109453,0
2020-01-08,10.370000,10.370000,10.370000,10.370000,8.172501,0
2020-01-09,10.470000,10.470000,10.470000,10.470000,8.251309,0
2020-01-10,10.460000,10.460000,10.460000,10.460000,8.243427,0
2020-01-13,10.550000,10.550000,10.550000,10.550000,8.314357,0
2020-01-14,10.510000,10.510000,10.510000,10.510000,8.282833,0
2020-01-15,10.550000,10.550000,10.550000,10.550000,8.314357,0
2020-01-16,10.640000,10.640000,10.640000,10.640000,8.385284,0
2020-01-17,10.700000,10.700000,10.700000,10.700000,8.432570,0
2020-01-21,10.720000,10.720000,10.720000,10.720000,8.448332,0
2020-01-22,10.730000,10.730000,10.730000,10.730000,8.456212,0
2020-01-23,10.760000,10.760000,10.760000,10.760000,8.479856,0
2020-01-24,10.680000,10.680000,10.680000,10.680000,8.416809,0
2020-01-27,10.520000,10.520000,10.520000,10.520000,8.290714,0
2020-01-28,10.650000,10.650000,10.650000,10.650000,8.393166,0
2020-01-29,10.650000,10.650000,10.650000,10.650000,8.393166,0
2020-01-30,10.680000,10.680000,10.680000,10.680000,8.416809,0
2020-01-31,10.490000,10.490000,10.490000,10.490000,8.267071,0
2020-02-03,10.620000,10.620000,10.620000,10.620000,8.369522,0
2020-02-04,10.790000,10.790000,10.790000,10.790000,8.503498,0
2020-02-05,10.820000,10.820000,10.820000,10.820000,8.527141,0
2020-02-06,10.850000,10.850000,10.850000,10.850000,8.550784,0
2020-02-07,10.800000,10.800000,10.800000,10.800000,8.511379,0
2020-02-10,10.910000,10.910000,10.910000,10.910000,8.598070,0
2020-02-11,10.920000,10.920000,10.920000,10.920000,8.605949,0
2020-02-12,11.000000,11.000000,11.000000,11.000000,8.668998,0
2020-02-13,11.030000,11.030000,11.030000,11.030000,8.692638,0
2020-02-14,11.090000,11.090000,11.090000,11.090000,8.739925,0
2020-02-18,11.070000,11.070000,11.070000,11.070000,8.724163,0
2020-02-19,11.130000,11.130000,11.130000,11.130000,8.771449,0
2020-02-20,11.050000,11.050000,11.050000,11.050000,8.708402,0
2020-02-21,10.910000,10.910000,10.910000,10.910000,8.598070,0
2020-02-24,10.570000,10.570000,10.570000,10.570000,8.330117,0
2020-02-25,10.260000,10.260000,10.260000,10.260000,8.085811,0
2020-02-26,10.260000,10.260000,10.260000,10.260000,8.085811,0
2020-02-27,9.810000,9.810000,9.810000,9.810000,7.731170,0
2020-02-28,9.760000,9.760000,9.760000,9.760000,7.691764,0
2020-03-02,10.230000,10.230000,10.230000,10.230000,8.062166,0
2020-03-03,9.980000,9.980000,9.980000,9.980000,7.865144,0
2020-03-04,10.410000,10.410000,10.410000,10.410000,8.204023,0
2020-03-05,10.080000,10.080000,10.080000,10.080000,7.943954,0
2020-03-06,9.880000,9.880000,9.880000,9.880000,7.786336,0
2020-03-09,9.190000,9.190000,9.190000,9.190000,7.242553,0
2020-03-10,9.680000,9.680000,9.680000,9.680000,7.628718,0
2020-03-11,9.250000,9.250000,9.250000,9.250000,7.289840,0
2020-03-12,8.460000,8.460000,8.460000,8.460000,6.667247,0
2020-03-13,9.210000,9.210000,9.210000,9.210000,7.258315,0
2020-03-16,8.050000,8.050000,8.050000,8.050000,6.344130,0
2020-03-17,8.540000,8.540000,8.540000,8.540000,6.730295,0
2020-03-18,8.100000,8.100000,8.100000,8.100000,6.383535,0
2020-03-19,8.160000,8.160000,8.160000,8.160000,6.430820,0
2020-03-20,7.820000,7.820000,7.820000,7.820000,6.162869,0
2020-03-23,7.600000,7.600000,7.600000,7.600000,5.989489,0
2020-03-24,8.350000,8.350000,8.350000,8.350000,6.580557,0
2020-03-25,8.410000,8.410000,8.410000,8.410000,6.627842,0
2020-03-26,8.920000,8.920000,8.920000,8.920000,7.029769,0
2020-03-27,8.630000,8.630000,8.630000,8.630000,6.801223,0
2020-03-30,8.960000,8.960000,8.960000,8.960000,7.061292,0
2020-03-31,8.810000,8.810000,8.810000,8.810000,6.943079,0
2020-04-01,8.400000,8.400000,8.400000,8.400000,6.619961,0
2020-04-02,8.580000,8.580000,8.580000,8.580000,6.761818,0
2020-04-03,8.440000,8.440000,8.440000,8.440000,6.651484,0
2020-04-06,9.070000,9.070000,9.070000,9.070000,7.147982,0
2020-04-07,9.000000,9.000000,9.000000,9.000000,7.092815,0
2020-04-08,9.280000,9.280000,9.280000,9.280000,7.313481,0
2020-04-09,9.380000,9.380000,9.380000,9.380000,7.392291,0
2020-04-13,9.310000,9.310000,9.310000,9.310000,7.337124,0
2020-04-14,9.650000,9.650000,9.650000,9.650000,7.605074,0
2020-04-15,9.510000,9.510000,9.510000,9.510000,7.494742,0
2020-04-16,9.630000,9.630000,9.630000,9.630000,7.589313,0
2020-04-17,9.830000,9.830000,9.830000,9.830000,7.746931,0
2020-04-20,9.660000,9.660000,9.660000,9.660000,7.612956,0
2020-04-21,9.350000,9.350000,9.350000,9.350000,7.368648,0
2020-04-22,9.620000,9.620000,9.620000,9.620000,7.581433,0
2020-04-23,9.600000,9.600000,9.600000,9.600000,7.565670,0
2020-04-24,9.740000,9.740000,9.740000,9.740000,7.676002,0
2020-04-27,9.840000,9.840000,9.840000,9.840000,7.754812,0
2020-04-28,9.710000,9.710000,9.710000,9.710000,7.652361,0
2020-04-29,9.960000,9.960000,9.960000,9.960000,7.849383,0
2020-04-30,9.950000,9.950000,9.950000,9.950000,7.841502,0
2020-05-01,9.710000,9.710000,9.710000,9.710000,7.652361,0
2020-05-04,9.810000,9.810000,9.810000,9.810000,7.731170,0
2020-05-05,9.960000,9.960000,9.960000,9.960000,7.849383,0
2020-05-06,9.940000,9.940000,9.940000,9.940000,7.833622,0
2020-05-07,10.060000,10.060000,10.060000,10.060000,7.928193,0
2020-05-08,10.150000,10.150000,10.150000,10.150000,7.999121,0
2020-05-11,10.220000,10.220000,10.220000,10.220000,8.054287,0
2020-05-12,10.040000,10.040000,10.040000,10.040000,7.912430,0
2020-05-13,9.920000,9.920000,9.920000,9.920000,7.817859,0
2020-05-14,10.000000,10.000000,10.000000,10.000000,7.880906,0
2020-05-15,10.100000,10.100000,10.100000,10.100000,7.959716,0
2020-05-18,10.310000,10.310000,10.310000,10.310000,8.125216,0
2020-05-19,10.240000,10.240000,10.240000,10.240000,8.070048,0
2020-05-20,10.380000,10.380000,10.380000,10.380000,8.180382,0
