Date,Open,High,Low,Close,Adj Close,Volume
2020-05-21,10.290000,10.290000,10.290000,10.290000,8.109453,0
2020-05-22,10.360000,10.360000,10.360000,10.360000,8.164618,0
2020-05-26,10.350000,10.350000,10.350000,10.350000,8.156738,0
2020-05-27,10.440000,10.440000,10.440000,10.440000,8.227666,0
2020-05-28,10.530000,10.530000,10.530000,10.530000,8.298594,0
2020-05-29,10.650000,10.650000,10.650000,10.650000,8.393166,0
2020-06-01,10.700000,10.700000,10.700000,10.700000,8.432570,0
2020-06-02,10.750000,10.750000,10.750000,10.750000,8.471974,0
2020-06-03,10.810000,10.810000,10.810000,10.810000,8.519260,0
2020-06-04,10.650000,10.650000,10.650000,10.650000,8.393166,0
2020-06-05,10.850000,10.850000,10.850000,10.850000,8.550784,0
2020-06-08,10.890000,10.890000,10.890000,10.890000,8.582308,0
2020-06-09,10.910000,10.910000,10.910000,10.910000,8.598070,0
2020-06-10,11.000000,11.000000,11.000000,11.000000,8.668998,0
2020-06-11,10.450000,10.450000,10.450000,10.450000,8.235547,0
2020-06-12,10.540000,10.540000,10.540000,10.540000,8.306475,0
2020-06-15,10.630000,10.630000,10.630000,10.630000,8.377404,0
2020-06-16,10.830000,10.830000,10.830000,10.830000,8.535022,0
2020-06-17,10.860000,10.860000,10.860000,10.860000,8.558664,0
2020-06-18,10.870000,10.870000,10.870000,10.870000,8.566545,0
2020-06-19,10.820000,10.820000,10.820000,10.820000,8.527141,0
2020-06-22,10.960000,10.960000,10.960000,10.960000,8.637474,0
2020-06-23,11.000000,11.000000,11.000000,11.000000,8.668998,0
2020-06-24,10.740000,10.740000,10.740000,10.740000,8.464093,0
2020-06-25,10.880000,10.880000,10.880000,10.880000,8.574427,0
2020-06-26,10.630000,10.630000,10.630000,10.630000,8.377404,0
2020-06-29,10.720000,10.720000,10.720000,10.720000,8.448332,0
2020-06-30,10.920000,10.920000,10.920000,10.920000,8.605949,0
2020-07-01,11.050000,11.050000,11.050000,11.050000,8.708402,0
2020-07-02,11.080000,11.080000,11.080000,11.080000,8.732044,0
2020-07-06,11.260000,11.260000,11.260000,11.260000,8.873900,0
2020-07-07,11.200000,11.200000,11.200000,11.200000,8.826615,0
2020-07-08,11.320000,11.320000,11.320000,11.320000,8.921186,0
2020-07-09,11.350000,11.350000,11.350000,11.350000,8.944830,0
2020-07-10,11.370000,11.370000,11.370000,11.370000,8.960591,0
2020-07-13,11.170000,11.170000,11.170000,11.170000,8.802973,0
2020-07-14,11.320000,11.320000,11.320000,11.320000,8.921186,0
2020-07-15,11.360000,11.360000,11.360000,11.360000,8.952708,0
2020-07-16,11.310000,11.310000,11.310000,11.310000,8.913306,0
2020-07-17,11.400000,11.400000,11.400000,11.400000,8.984234,0
2020-07-20,11.610000,11.610000,11.610000,11.610000,9.149733,0
2020-07-21,11.530000,11.530000,11.530000,11.530000,9.086686,0
2020-07-22,11.610000,11.610000,11.610000,11.610000,9.149733,0
2020-07-23,11.420000,11.420000,11.420000,11.420000,8.999995,0
2020-07-24,11.360000,11.360000,11.360000,11.360000,8.952708,0
2020-07-27,11.510000,11.510000,11.510000,11.510000,9.070925,0
2020-07-28,11.410000,11.410000,11.410000,11.410000,8.992114,0
2020-07-29,11.580000,11.580000,11.580000,11.580000,9.126089,0
2020-07-30,11.580000,11.580000,11.580000,11.580000,9.126089,0
2020-07-31,11.730000,11.730000,11.730000,11.730000,9.244303,0
2020-08-03,11.830000,11.830000,11.830000,11.830000,9.323112,0
2020-08-04,11.840000,11.840000,11.840000,11.840000,9.330994,0
2020-08-05,11.910000,11.910000,11.910000,11.910000,9.386160,0
2020-08-06,12.020000,12.020000,12.020000,12.020000,9.472851,0
2020-08-07,11.960000,11.960000,11.960000,11.960000,9.425564,0
2020-08-10,11.890000,11.890000,11.890000,11.890000,9.370398,0
2020-08-11,11.700000,11.700000,11.700000,11.700000,9.220660,0
2020-08-12,11.920000,11.920000,11.920000,11.920000,9.394041,0
2020-08-13,11.980000,11.980000,11.980000,11.980000,9.441326,0
2020-08-14,11.940000,11.940000,11.940000,11.940000,9.409802,0
2020-08-17,12.050000,12.050000,12.050000,12.050000,9.496492,0
